LATITUDE,LONGITUDE,FIPS,CITY,COLLISION_SEVERITY,COLLISION_TIME,Income_Category,Median_Household_Income,geometry,Crash_Count,GEO_ID,Census_Tract_Name,Total population,Area_km2,Population Density,Crash_Density
34.02001190185547,-118.14456939697266,6037531800,UNINCORPORATED,3,753,Middle Income,86369.0,POINT (-118.14456939697266 34.02001190185547),1,1400000U,5318.0,4508,0.6211506601819486,7257.498524882044,0.2218278615794144
33.875999450683594,-118.2005615234375,6037570403,LONG BEACH,4,1123,Middle Income,69456.0,POINT (-118.2005615234375 33.875999450683594),2,1400000U,5704.03,3865,0.5704935374874487,6774.8357273635775,0.517464424320828
33.912818908691406,-118.33956146240234,6037602510,HAWTHORNE,3,2050,Low Income,53036.0,POINT (-118.33956146240234 33.912818908691406),1,1400000U,6025.1,4004,0.3245820440227111,12335.864148171544,0.24975024975024976
34.06623077392578,-118.09049224853516,6037482401,ROSEMEAD,3,1603,Middle Income,68750.0,POINT (-118.09049224853516 34.06623077392578),1,1400000U,4824.01,3647,0.8390676507806141,4346.491008927669,0.2741979709350151
33.94546890258789,-118.34391784667967,6037601100,INGLEWOOD,4,2057,Low Income,60174.0,POINT (-118.34391784667967 33.94546890258789),2,1400000U,6011.0,7199,0.6405755234641772,11238.33136968523,0.27781636338380333
34.06851959228516,-118.03591918945312,6037433200,EL MONTE,3,1033,Low Income,64655.0,POINT (-118.03591918945312 34.06851959228516),6,1400000U,4332.0,6089,1.7873632711457914,3406.6941501470146,0.9853834784036787
34.12540817260742,-117.964599609375,6037404600,UNINCORPORATED,3,1000,Middle Income,113250.0,POINT (-117.964599609375 34.12540817260742),3,1400000U,4046.0,1352,24.891609086096267,54.31549223369365,2.2189349112426036
33.96636962890625,-118.23008728027344,6037534804,UNINCORPORATED,4,1550,Middle Income,75172.0,POINT (-118.23008728027344 33.96636962890625),1,1400000U,5348.04,4298,0.3696374462377105,11627.609820775557,0.23266635644485809
33.76976013183594,-118.17478942871094,6037576502,LONG BEACH,4,1435,Middle Income,80625.0,POINT (-118.17478942871094 33.76976013183594),2,1400000U,5765.02,4997,0.3076120830156201,16244.485427922084,0.40024014408645187
34.05160140991211,-118.08689880371094,6037482404,ROSEMEAD,3,1630,Middle Income,71000.0,POINT (-118.08689880371094 34.05160140991211),2,1400000U,4824.04,3429,0.9389637250966658,3651.898266513955,0.5832604257801108
33.76676940917969,-118.17716217041016,6037576601,LONG BEACH,3,1848,Middle Income,69195.0,POINT (-118.17716217041016 33.76676940917969),5,1400000U,5766.01,4193,0.4915648301742884,8529.902349835193,1.1924636298592892
33.779518127441406,-118.19806671142578,6037575802,LONG BEACH,3,842,Low Income,54591.0,POINT (-118.19806671142578 33.779518127441406),3,1400000U,5758.02,4450,0.3209387056236264,13865.57595586067,0.6741573033707865
33.9765510559082,-118.17337036132812,6037533805,BELL,2,1545,Low Income,60504.0,POINT (-118.17337036132812 33.9765510559082),2,1400000U,5338.05,3883,0.445184984878444,8722.216902845988,0.5150656708730363
34.03200149536133,-118.1530990600586,6037530301,UNINCORPORATED,3,1800,Low Income,64071.0,POINT (-118.1530990600586 34.03200149536133),1,1400000U,5303.01,2100,0.5842517952330778,3594.3406886105317,0.47619047619047616
34.07392120361328,-117.90770721435548,6037406201,WEST COVINA,3,1511,Low Income,54471.0,POINT (-117.90770721435548 34.07392120361328),1,1400000U,4062.01,3655,0.798897619658478,4575.054312419258,0.27359781121751026
33.9817008972168,-118.44246673583984,6037702900,UNINCORPORATED,4,1045,Middle Income,142440.0,POINT (-118.44246673583984 33.9817008972168),6,1400000U,7029.0,8844,3.7560664413896654,2354.5909365564644,0.6784260515603798
33.99723052978516,-118.42565155029295,6037702803,CULVER CITY,3,1205,Middle Income,127439.0,POINT (-118.42565155029295 33.99723052978516),1,1400000U,7028.03,2941,0.847323462401979,3470.9294980017435,0.34002040122407345
33.7575798034668,-118.11316680908205,6037577604,LONG BEACH,3,1143,Middle Income,108571.0,POINT (-118.11316680908205 33.7575798034668),4,1400000U,5776.04,1655,1.54189071297887,1073.3575253220167,2.416918429003021
33.9022102355957,-118.34835052490234,6037603801,LAWNDALE,3,615,Middle Income,75417.0,POINT (-118.34835052490234 33.9022102355957),4,1400000U,6038.01,4874,0.6666166733039903,7311.548293328331,0.8206811653672548
34.0331916809082,-118.163818359375,6037531504,UNINCORPORATED,3,820,Low Income,63163.0,POINT (-118.163818359375 34.0331916809082),4,1400000U,5315.04,3990,0.502214969451281,7944.804999260507,1.0025062656641603
34.05690002441406,-117.75121307373048,6037408800,POMONA,4,2306,Low Income,53045.0,POINT (-117.75121307373048 34.05690002441406),7,1400000U,4088.0,4759,1.791722578874143,2656.103157995805,1.4708972473208657
34.06882095336914,-118.06877899169922,6037433103,EL MONTE,3,1629,Middle Income,67664.0,POINT (-118.06877899169922 34.06882095336914),4,1400000U,4331.03,6702,2.0827770396343444,3217.8192252285503,0.5968367651447329
34.040611267089844,-117.74954223632812,6037403000,POMONA,4,902,Middle Income,95403.0,POINT (-117.74954223632812 34.040611267089844),4,1400000U,4030.0,6991,2.418415134134224,2890.7361276924566,0.5721642111285938
34.02384185791016,-118.1811065673828,6037531301,UNINCORPORATED,2,1945,Low Income,64259.0,POINT (-118.1811065673828 34.02384185791016),2,1400000U,5313.01,5450,0.7927089781132336,6875.15866538035,0.3669724770642202
33.840389251708984,-118.25675201416016,6037980025,CARSON,3,759,Middle Income,79250.0,POINT (-118.25675201416016 33.840389251708984),2,1400000U,9800.25,442,3.894619588784479,113.48990316611368,4.524886877828055
33.97800827026367,-118.09123229980467,6037502402,PICO RIVERA,4,2240,Middle Income,91856.0,POINT (-118.09123229980467 33.97800827026367),1,1400000U,5024.02,3470,0.906111704964698,3829.549911989263,0.2881844380403458
34.062618255615234,-118.06494140625,6037433506,SOUTH EL MONTE,3,325,Low Income,47230.0,POINT (-118.06494140625 34.062618255615234),5,1400000U,4335.06,3579,1.6364593259402256,2187.0387752800943,1.3970382788488405
34.10340118408203,-118.08978271484376,6037480102,SAN GABRIEL,2,2139,Middle Income,114743.0,POINT (-118.08978271484376 34.10340118408203),2,1400000U,4801.02,3957,1.2284029554298883,3221.2556820292075,0.5054334091483447
34.226951599121094,-118.24427032470705,6037300200,UNINCORPORATED,2,750,Middle Income,140417.0,POINT (-118.24427032470705 34.226951599121094),1,1400000U,3002.0,5550,1.9541170924125932,2840.157338344477,0.18018018018018017
34.11433029174805,-117.89923095703124,6037404302,UNINCORPORATED,4,556,Middle Income,86063.0,POINT (-117.89923095703124 34.11433029174805),2,1400000U,4043.02,2412,0.6157573673551321,3917.127309999204,0.8291873963515755
34.12446975708008,-117.80699157714844,6037400403,SAN DIMAS,4,1010,Middle Income,141667.0,POINT (-117.80699157714844 34.12446975708008),1,1400000U,4004.03,4123,13.132337341889462,313.9578197438224,0.24254183846713556
34.02130889892578,-118.49552154541016,6037701902,SANTA MONICA,3,28,Middle Income,105199.0,POINT (-118.49552154541016 34.02130889892578),1,1400000U,7019.02,5484,2.2303367200552016,2458.82155402269,0.18234865061998543
33.916458129882805,-118.30892944335938,6037602802,UNINCORPORATED,3,1800,Middle Income,106793.0,POINT (-118.30892944335938 33.916458129882805),2,1400000U,6028.02,4438,1.3352889244666708,3323.625260931889,0.45065344749887337
33.89828872680664,-118.3330078125,6037603705,HAWTHORNE,3,2014,Middle Income,75565.0,POINT (-118.3330078125 33.89828872680664),1,1400000U,6037.05,2637,0.2709041280338376,9734.0709391871,0.37921880925293894
33.89591979980469,-118.22118377685548,6037542502,COMPTON,3,1045,Low Income,61981.0,POINT (-118.22118377685548 33.89591979980469),1,1400000U,5425.02,4573,0.9949313644515052,4596.296954133159,0.21867483052700634
33.87754821777344,-118.37274932861328,6037620522,REDONDO BEACH,3,1640,High Income,162778.0,POINT (-118.37274932861328 33.87754821777344),2,1400000U,6205.22,4616,0.7483609074628464,6168.146884702377,0.4332755632582322
34.062210083007805,-118.40677642822266,6037701000,BEVERLY HILLS,3,1644,Middle Income,139340.0,POINT (-118.40677642822266 34.062210083007805),2,1400000U,7010.0,5075,1.4225250051800589,3567.599853443435,0.39408866995073893
33.81525039672852,-118.29048919677734,6037543605,UNINCORPORATED,3,1015,Middle Income,103034.0,POINT (-118.29048919677734 33.81525039672852),2,1400000U,5436.05,4184,0.95640244626383,4374.72741349076,0.4780114722753346
33.92988967895508,-118.16815185546876,6037536201,SOUTH GATE,4,1120,Middle Income,81346.0,POINT (-118.16815185546876 33.92988967895508),2,1400000U,5362.01,3559,1.5194657927452948,2342.270564426315,0.561955605507165
34.021629333496094,-118.109130859375,6037530005,MONTEBELLO,4,2348,Middle Income,127417.0,POINT (-118.109130859375 34.021629333496094),1,1400000U,5300.05,3430,2.285350409118969,1500.8639315501323,0.2915451895043732
33.95682144165039,-118.2919464111328,6037600100,UNINCORPORATED,4,1900,Low Income,56118.0,POINT (-118.2919464111328 33.95682144165039),1,1400000U,6001.0,7184,0.7575812755074615,9482.810930335942,0.13919821826280623
33.86450958251953,-118.21282196044922,6037543305,UNINCORPORATED,4,1630,Middle Income,94117.0,POINT (-118.21282196044922 33.86450958251953),1,1400000U,5433.05,3803,8.386742493206409,453.4537698135575,0.2629503023928478
33.9122314453125,-118.22582244873048,6037541500,UNINCORPORATED,3,1802,Low Income,60000.0,POINT (-118.22582244873048 33.9122314453125),4,1400000U,5415.0,5105,0.842316169137342,6060.6696001434775,0.7835455435847208
34.05175018310547,-118.05280303955078,6037434100,SOUTH EL MONTE,2,1300,Middle Income,77992.0,POINT (-118.05280303955078 34.05175018310547),1,1400000U,4341.0,5919,2.4936774160724693,2373.6029214726573,0.16894745734076702
33.80438995361328,-118.19371795654295,6037572202,LONG BEACH,4,1950,Middle Income,117270.0,POINT (-118.19371795654295 33.80438995361328),4,1400000U,5722.02,3372,1.5525758768799471,2171.874528139883,1.1862396204033216
33.85337829589844,-118.3957290649414,6037621104,HERMOSA BEACH,3,1911,Middle Income,132366.0,POINT (-118.3957290649414 33.85337829589844),7,1400000U,6211.04,6557,1.6552891705524937,3961.241405217096,1.0675613847796248
33.770511627197266,-118.195068359375,6037575902,LONG BEACH,3,2042,Low Income,59385.0,POINT (-118.195068359375 33.770511627197266),2,1400000U,5759.02,4869,0.3505170451036363,13890.907925919542,0.41076196344218524
34.21131896972656,-118.21549224853516,6037460601,LA CANADA-FLINTRIDGE,2,1840,High Income,208533.0,POINT (-118.21549224853516 34.21131896972656),4,1400000U,4606.01,5244,4.864960938396447,1077.9120462431688,0.7627765064836003
33.84064865112305,-118.2255401611328,6037980025,CARSON,3,1750,Middle Income,79250.0,POINT (-118.2255401611328 33.84064865112305),2,1400000U,9800.25,442,3.894619588784479,113.48990316611368,4.524886877828055
33.96662902832031,-118.15322113037108,6037533902,BELL GARDENS,3,1554,Low Income,57803.0,POINT (-118.15322113037108 33.96662902832031),2,1400000U,5339.02,4339,0.7611487389989515,5700.594085863652,0.4609356994699239
34.04446029663086,-118.09007263183594,6037482404,UNINCORPORATED,4,1400,Middle Income,71000.0,POINT (-118.09007263183594 34.04446029663086),2,1400000U,4824.04,3429,0.9389637250966658,3651.898266513955,0.5832604257801108
33.87282943725586,-118.38159942626952,6037620701,MANHATTAN BEACH,4,1700,High Income,176613.0,POINT (-118.38159942626952 33.87282943725586),2,1400000U,6207.01,7125,1.019066300592269,6991.694255672114,0.2807017543859649
34.144439697265625,-118.25501251220705,6037302201,GLENDALE,4,1400,Low Income,35109.0,POINT (-118.25501251220705 34.144439697265625),1,1400000U,3022.01,3718,0.4976601637852136,7470.961653271209,0.26896180742334586
33.961788177490234,-118.35498046875,6037601211,INGLEWOOD,2,2346,Low Income,49167.0,POINT (-118.35498046875 33.961788177490234),1,1400000U,6012.11,2996,0.5797977838498396,5167.318819514368,0.33377837116154874
34.03327941894531,-117.75173950195312,6037403000,POMONA,3,1223,Middle Income,95403.0,POINT (-117.75173950195312 34.03327941894531),4,1400000U,4030.0,6991,2.418415134134224,2890.7361276924566,0.5721642111285938
33.84621810913086,-118.29022979736328,6037543502,UNINCORPORATED,3,740,Middle Income,117260.0,POINT (-118.29022979736328 33.84621810913086),1,1400000U,5435.02,4550,1.121647035499538,4056.534592429611,0.21978021978021978
34.016971588134766,-117.91439056396484,6037408139,UNINCORPORATED,3,1015,Middle Income,104861.0,POINT (-117.91439056396484 34.016971588134766),1,1400000U,4081.39,4478,0.7844026750863671,5708.80256050497,0.2233139794551139
34.0323486328125,-118.16912841796876,6037531504,UNINCORPORATED,4,1845,Low Income,63163.0,POINT (-118.16912841796876 34.0323486328125),4,1400000U,5315.04,3990,0.502214969451281,7944.804999260507,1.0025062656641603
34.006690979003906,-118.11089324951172,6037532101,MONTEBELLO,4,1651,Low Income,59203.0,POINT (-118.11089324951172 34.006690979003906),3,1400000U,5321.01,7260,1.436055605956089,5055.514542674327,0.4132231404958678
34.02162170410156,-118.16329956054688,6037531602,UNINCORPORATED,3,1115,Low Income,64839.0,POINT (-118.16329956054688 34.02162170410156),1,1400000U,5316.02,3747,0.4483141683793726,8357.97809724633,0.26688017080330934
33.922908782958984,-117.99192810058594,6037503702,UNINCORPORATED,4,1430,Middle Income,113173.0,POINT (-117.99192810058594 33.922908782958984),1,1400000U,5037.02,5165,1.66522166337915,3101.6891706290485,0.19361084220716362
33.9746208190918,-118.2368621826172,6037534900,UNINCORPORATED,4,1710,Middle Income,80441.0,POINT (-118.2368621826172 33.9746208190918),4,1400000U,5349.0,6133,1.0481628589922365,5851.189962880975,0.6522093592043046
34.095001220703125,-118.37418365478516,6037700300,WEST HOLLYWOOD,4,1620,Middle Income,100454.0,POINT (-118.37418365478516 34.095001220703125),2,1400000U,7003.0,5541,0.607147669844991,9126.280598943344,0.36094567767550984
34.15700149536133,-117.83709716796876,6037400404,UNINCORPORATED,2,1845,High Income,180757.0,POINT (-117.83709716796876 34.15700149536133),2,1400000U,4004.04,4039,16.163099531962303,249.89018919378267,0.49517207229512256
34.10340881347656,-118.0885772705078,6037481203,SAN GABRIEL,3,1450,Middle Income,79504.0,POINT (-118.0885772705078 34.10340881347656),2,1400000U,4812.03,6768,1.5593217934607009,4340.348495341268,0.29550827423167847
34.03200149536133,-117.97763061523438,6037980035,INDUSTRY,3,1933,Middle Income,65750.0,POINT (-117.97763061523438 34.03200149536133),5,1400000U,9800.35,642,15.945123520037198,40.2630935529123,7.788161993769471
34.087799072265625,-118.38568878173828,6037700501,WEST HOLLYWOOD,2,1315,Middle Income,111014.0,POINT (-118.38568878173828 34.087799072265625),3,1400000U,7005.01,4190,0.5974529436946548,7013.104620573126,0.7159904534606205
33.791259765625,-118.18067932128906,6037573202,LONG BEACH,3,1026,Middle Income,78771.0,POINT (-118.18067932128906 33.791259765625),4,1400000U,5732.02,6678,0.649043386429306,10288.988594027323,0.5989817310572028
34.05596160888672,-118.02365112304688,6037433903,EL MONTE,4,1747,Low Income,53681.0,POINT (-118.02365112304688 34.05596160888672),3,1400000U,4339.03,5432,0.9097508832768424,5970.865321322268,0.5522827687776142
34.03252029418945,-118.15876770019533,6037531603,UNINCORPORATED,3,2500,Middle Income,68721.0,POINT (-118.15876770019533 34.03252029418945),1,1400000U,5316.03,3483,0.4346291137175748,8013.729154516047,0.2871088142405972
33.87189102172852,-118.36853790283205,6037620601,REDONDO BEACH,3,1504,Middle Income,120326.0,POINT (-118.36853790283205 33.87189102172852),1,1400000U,6206.01,6165,1.365683231120883,4514.223986582952,0.16220600162206
34.07714080810547,-118.39547729492188,6037700801,BEVERLY HILLS,3,1727,Middle Income,81438.0,POINT (-118.39547729492188 34.07714080810547),3,1400000U,7008.01,4072,1.454767871791165,2799.071988705937,0.7367387033398821
33.930938720703125,-118.3547821044922,6037602103,HAWTHORNE,3,1915,Low Income,36390.0,POINT (-118.3547821044922 33.930938720703125),2,1400000U,6021.03,5476,0.835899545944068,6551.026408101928,0.36523009495982467
34.03950119018555,-118.66768646240234,6037800504,MALIBU,3,1040,High Income,202763.0,POINT (-118.66768646240234 34.03950119018555),2,1400000U,8005.04,2024,24.862717386365425,81.40703079824856,0.9881422924901185
34.184478759765625,-118.34058380126952,6037311000,BURBANK,3,1620,Middle Income,114516.0,POINT (-118.34058380126952 34.184478759765625),3,1400000U,3110.0,3764,1.3225017591674888,2846.120977842349,0.7970244420828905
33.97412872314453,-118.24777221679688,6037535002,UNINCORPORATED,3,1330,Low Income,49621.0,POINT (-118.24777221679688 33.97412872314453),1,1400000U,5350.02,3665,0.4832565970257007,7583.96268681478,0.2728512960436562
33.91592025756836,-118.36714935302734,6037602301,UNINCORPORATED,4,730,Middle Income,128221.0,POINT (-118.36714935302734 33.91592025756836),3,1400000U,6023.01,6878,1.78636159607885,3850.284295798534,0.43617330619366096
34.1314697265625,-118.03581237792967,6037430721,SOUTH EL MONTE,3,755,Middle Income,98333.0,POINT (-118.03581237792967 34.1314697265625),1,1400000U,4307.21,3303,4.091503198710569,807.2827612699741,0.3027550711474417
33.76348876953125,-118.15242767333984,6037577200,LONG BEACH,2,1310,Middle Income,108668.0,POINT (-118.15242767333984 33.76348876953125),3,1400000U,5772.0,5893,3.5183148636588526,1674.94957909242,0.509078567792296
33.9298210144043,-118.16822814941406,6037536201,SOUTH GATE,4,2257,Middle Income,81346.0,POINT (-118.16822814941406 33.9298210144043),2,1400000U,5362.01,3559,1.5194657927452948,2342.270564426315,0.561955605507165
34.07052993774414,-118.03597259521484,6037433200,EL MONTE,4,1844,Low Income,64655.0,POINT (-118.03597259521484 34.07052993774414),6,1400000U,4332.0,6089,1.7873632711457914,3406.6941501470146,0.9853834784036787
34.660160064697266,-118.20555877685548,6037901102,LANCASTER,1,2245,Middle Income,91417.0,POINT (-118.20555877685548 34.660160064697266),2,1400000U,9011.02,5412,5.106005110362122,1059.928433878159,0.36954915003695493
33.87453079223633,-118.40007781982422,6037621001,HERMOSA BEACH,3,1813,High Income,167260.0,POINT (-118.40007781982422 33.87453079223633),5,1400000U,6210.01,4552,0.951841532742899,4782.308654763793,1.0984182776801408
33.9190788269043,-118.20953369140624,6037540501,LYNWOOD,2,1635,Middle Income,72476.0,POINT (-118.20953369140624 33.9190788269043),1,1400000U,5405.01,5455,1.4527374466576513,3754.979960453592,0.18331805682859761
33.76900100708008,-118.18254852294922,6037576001,LONG BEACH,3,1020,Middle Income,107787.0,POINT (-118.18254852294922 33.76900100708008),4,1400000U,5760.01,6005,3.146359098847016,1908.555193906676,0.6661115736885929
34.682159423828125,-118.11254119873048,6037900501,LANCASTER,3,1508,Middle Income,81765.0,POINT (-118.11254119873048 34.682159423828125),1,1400000U,9005.01,7963,3.1180332267289965,2553.853477807119,0.1255808112520407
33.77534103393555,-118.19371795654295,6037575803,LONG BEACH,3,1430,Low Income,23827.0,POINT (-118.19371795654295 33.77534103393555),1,1400000U,5758.03,2527,0.1995881354575152,12661.073235677895,0.3957261574990107
34.20227813720703,-117.6764907836914,6037930400,UNINCORPORATED,1,930,Middle Income,113929.0,POINT (-117.6764907836914 34.20227813720703),6,1400000U,9304.0,1309,1494.5028781225,0.8758765333690478,4.583651642475172
33.94541931152344,-118.30020141601562,6037600202,UNINCORPORATED,4,35,Low Income,37250.0,POINT (-118.30020141601562 33.94541931152344),1,1400000U,6002.02,6923,0.8291528820581092,8349.48554097267,0.1444460494005489
33.78260040283203,-118.19937896728516,6037575401,LONG BEACH,4,1355,Low Income,48299.0,POINT (-118.19937896728516 33.78260040283203),3,1400000U,5754.01,4259,0.8899233044634589,4785.805674083096,0.704390702042733
34.064510345458984,-117.7459716796875,6037402602,POMONA,3,1624,Middle Income,66382.0,POINT (-117.7459716796875 34.064510345458984),1,1400000U,4026.02,4841,1.2472384362537374,3881.374931437047,0.2065688907250568
33.9539794921875,-118.20369720458984,6037535702,SOUTH GATE,4,805,Middle Income,70506.0,POINT (-118.20369720458984 33.9539794921875),2,1400000U,5357.02,5756,0.9747049650751446,5905.376710127092,0.34746351633078526
33.97100067138672,-118.19757080078124,6037533603,BELL,4,725,Low Income,50036.0,POINT (-118.19757080078124 33.97100067138672),8,1400000U,5336.03,6314,0.8094759221113245,7800.108474544172,1.2670256572695597
34.003929138183594,-118.23889923095705,6037980016,VERNON,4,659,Middle Income,70833.0,POINT (-118.23889923095705 34.003929138183594),5,1400000U,9800.16,371,13.456420530648398,27.57048199816652,13.477088948787063
33.89540100097656,-118.26217651367188,6037541100,UNINCORPORATED,4,745,Middle Income,91282.0,POINT (-118.26217651367188 33.89540100097656),2,1400000U,5411.0,3108,1.2444627162937505,2497.4633304051267,0.6435006435006435
33.83155059814453,-118.26907348632812,6037543804,CARSON,4,1436,Middle Income,121743.0,POINT (-118.26907348632812 33.83155059814453),2,1400000U,5438.04,4563,0.6002659754307271,7601.630255197742,0.43830813061582297
34.57229995727539,-118.12059783935548,6037910404,PALMDALE,3,1145,Low Income,63062.0,POINT (-118.12059783935548 34.57229995727539),1,1400000U,9104.04,4405,2.5761047765272145,1709.945977406352,0.22701475595913734
33.930931091308594,-118.39608001708984,6037980028,EL SEGUNDO,3,907,Unknown,,POINT (-118.39608001708984 33.930931091308594),1,1400000U,9800.28,0,19.68761543240633,0.0,inf
33.87696075439453,-118.18607330322266,6037570305,LONG BEACH,2,1412,Low Income,58333.0,POINT (-118.18607330322266 33.87696075439453),4,1400000U,5703.05,4896,0.7384887340407892,6629.755843681669,0.8169934640522876
34.07707977294922,-118.38372039794922,6037700400,WEST HOLLYWOOD,4,1000,Middle Income,97320.0,POINT (-118.38372039794922 34.07707977294922),6,1400000U,7004.0,4486,1.3159371598626213,3408.977371281408,1.3374944271065536
33.78261184692383,-118.17903137207033,6037575201,LONG BEACH,2,1440,Low Income,51444.0,POINT (-118.17903137207033 33.78261184692383),2,1400000U,5752.01,4335,0.5665948209080545,7650.970040729462,0.461361014994233
33.78242111206055,-118.18892669677734,6037576301,LONG BEACH,3,1100,Low Income,53813.0,POINT (-118.18892669677734 33.78242111206055),7,1400000U,5763.01,4756,0.5485346714756664,8670.37262604645,1.471825063078217
34.135841369628906,-117.96666717529295,6037430101,DUARTE,2,925,Low Income,60583.0,POINT (-117.96666717529295 34.135841369628906),4,1400000U,4301.01,5018,1.9896974884888043,2521.9914228324337,0.7971303308090874
34.01921081542969,-117.8506317138672,6037403402,WALNUT,3,1312,Middle Income,109333.0,POINT (-117.8506317138672 34.01921081542969),2,1400000U,4034.02,3243,1.7371382867351917,1866.8634643330277,0.6167129201356768
34.06296920776367,-118.03701782226562,6037433200,EL MONTE,3,2327,Low Income,64655.0,POINT (-118.03701782226562 34.06296920776367),6,1400000U,4332.0,6089,1.7873632711457914,3406.6941501470146,0.9853834784036787
33.96622085571289,-118.14962005615234,6037534001,BELL GARDENS,3,1446,Low Income,64886.0,POINT (-118.14962005615234 33.96622085571289),2,1400000U,5340.01,5154,0.7849222958038963,6566.255064421902,0.38804811796662786
34.04145050048828,-118.5729522705078,6037800506,LOS ANGELES,3,1330,High Income,217893.0,POINT (-118.5729522705078 34.04145050048828),5,1400000U,8005.06,3037,29.336560437790418,103.52270186684304,1.6463615409944024
33.831729888916016,-118.26873779296876,6037543803,CARSON,3,2217,Middle Income,93205.0,POINT (-118.26873779296876 33.831729888916016),2,1400000U,5438.03,4272,0.7556630483398636,5653.313350950892,0.4681647940074906
33.75825119018555,-118.13104248046876,6037577300,LONG BEACH,3,1650,Middle Income,108771.0,POINT (-118.13104248046876 33.75825119018555),2,1400000U,5773.0,5935,3.214556731482608,1846.2887719087405,0.33698399326032014
33.919410705566406,-118.39086151123048,6037980013,EL SEGUNDO,3,1653,Unknown,,POINT (-118.39086151123048 33.919410705566406),2,1400000U,9800.13,0,5.308099176085193,0.0,inf
34.16997146606445,-117.84729766845705,6037930400,UNINCORPORATED,2,954,Middle Income,113929.0,POINT (-117.84729766845705 34.16997146606445),6,1400000U,9304.0,1309,1494.5028781225,0.8758765333690478,4.583651642475172
33.96004104614258,-118.25398254394533,6037535102,UNINCORPORATED,3,2045,Middle Income,65873.0,POINT (-118.25398254394533 33.96004104614258),3,1400000U,5351.02,4522,0.5910823430602471,7650.372326447734,0.6634232640424591
33.84212875366211,-118.384521484375,6037621201,REDONDO BEACH,4,848,High Income,160201.0,POINT (-118.384521484375 33.84212875366211),4,1400000U,6212.01,7095,1.640285504656045,4325.466499496846,0.5637773079633545
33.77534103393555,-118.18701934814452,6037576301,LONG BEACH,2,800,Low Income,53813.0,POINT (-118.18701934814452 33.77534103393555),7,1400000U,5763.01,4756,0.5485346714756664,8670.37262604645,1.471825063078217
34.0873908996582,-118.01036071777344,6037432601,EL MONTE,3,851,Low Income,61775.0,POINT (-118.01036071777344 34.0873908996582),2,1400000U,4326.01,6453,1.404870133258368,4593.307130128331,0.3099333643266698
34.06258010864258,-118.11244964599608,6037482202,MONTEREY PARK,3,1833,Middle Income,67712.0,POINT (-118.11244964599608 34.06258010864258),2,1400000U,4822.02,5441,0.6468669207114602,8411.312784422003,0.36757948906451016
34.2630500793457,-118.18724822998048,6037930400,UNINCORPORATED,4,1720,Middle Income,113929.0,POINT (-118.18724822998048 34.2630500793457),6,1400000U,9304.0,1309,1494.5028781225,0.8758765333690478,4.583651642475172
34.21723175048828,-118.22781372070312,6037460601,LA CANADA-FLINTRIDGE,4,803,High Income,208533.0,POINT (-118.22781372070312 34.21723175048828),4,1400000U,4606.01,5244,4.864960938396447,1077.9120462431688,0.7627765064836003
