LATITUDE,LONGITUDE,FIPS,CITY,COLLISION_SEVERITY,COLLISION_TIME,Income_Category,Median_Household_Income,geometry
33.89828872680664,-118.3330078125,06037603705,HAWTHORNE,3,2014,Middle Income,75565.0,POINT (-118.3330078125 33.89828872680664)
33.89591979980469,-118.22118377685548,06037542502,COMPTON,3,1045,Low Income,61981.0,POINT (-118.22118377685548 33.89591979980469)
33.87754821777344,-118.37274932861328,06037620522,REDONDO BEACH,3,1640,High Income,162778.0,POINT (-118.37274932861328 33.87754821777344)
34.062210083007805,-118.40677642822266,06037701000,BEVERLY HILLS,3,1644,Middle Income,139340.0,POINT (-118.40677642822266 34.062210083007805)
33.81525039672852,-118.29048919677734,06037543605,UNINCORPORATED,3,1015,Middle Income,103034.0,POINT (-118.29048919677734 33.81525039672852)
33.92988967895508,-118.16815185546876,06037536201,SOUTH GATE,4,1120,Middle Income,81346.0,POINT (-118.16815185546876 33.92988967895508)
34.021629333496094,-118.109130859375,06037530005,MONTEBELLO,4,2348,Middle Income,127417.0,POINT (-118.109130859375 34.021629333496094)
33.95682144165039,-118.2919464111328,06037600100,UNINCORPORATED,4,1900,Low Income,56118.0,POINT (-118.2919464111328 33.95682144165039)
33.86450958251953,-118.21282196044922,06037543305,UNINCORPORATED,4,1630,Middle Income,94117.0,POINT (-118.21282196044922 33.86450958251953)
33.9122314453125,-118.22582244873048,06037541500,UNINCORPORATED,3,1802,Low Income,60000.0,POINT (-118.22582244873048 33.9122314453125)
34.05175018310547,-118.05280303955078,06037434100,SOUTH EL MONTE,2,1300,Middle Income,77992.0,POINT (-118.05280303955078 34.05175018310547)
33.80438995361328,-118.19371795654295,06037572202,LONG BEACH,4,1950,Middle Income,117270.0,POINT (-118.19371795654295 33.80438995361328)
33.85337829589844,-118.3957290649414,06037621104,HERMOSA BEACH,3,1911,Middle Income,132366.0,POINT (-118.3957290649414 33.85337829589844)
33.770511627197266,-118.195068359375,06037575902,LONG BEACH,3,2042,Low Income,59385.0,POINT (-118.195068359375 33.770511627197266)
34.21131896972656,-118.21549224853516,06037460601,LA CANADA-FLINTRIDGE,2,1840,High Income,208533.0,POINT (-118.21549224853516 34.21131896972656)
33.84064865112305,-118.2255401611328,06037980025,CARSON,3,1750,Middle Income,79250.0,POINT (-118.2255401611328 33.84064865112305)
33.96662902832031,-118.15322113037108,06037533902,BELL GARDENS,3,1554,Low Income,57803.0,POINT (-118.15322113037108 33.96662902832031)
34.04446029663086,-118.09007263183594,06037482404,UNINCORPORATED,4,1400,Middle Income,71000.0,POINT (-118.09007263183594 34.04446029663086)
33.87282943725586,-118.38159942626952,06037620701,MANHATTAN BEACH,4,1700,High Income,176613.0,POINT (-118.38159942626952 33.87282943725586)
34.144439697265625,-118.25501251220705,06037302201,GLENDALE,4,1400,Low Income,35109.0,POINT (-118.25501251220705 34.144439697265625)
33.961788177490234,-118.35498046875,06037601211,INGLEWOOD,2,2346,Low Income,49167.0,POINT (-118.35498046875 33.961788177490234)
34.03327941894531,-117.75173950195312,06037403000,POMONA,3,1223,Middle Income,95403.0,POINT (-117.75173950195312 34.03327941894531)
33.84621810913086,-118.29022979736328,06037543502,UNINCORPORATED,3,740,Middle Income,117260.0,POINT (-118.29022979736328 33.84621810913086)
34.016971588134766,-117.91439056396484,06037408139,UNINCORPORATED,3,1015,Middle Income,104861.0,POINT (-117.91439056396484 34.016971588134766)
34.0323486328125,-118.16912841796876,06037531504,UNINCORPORATED,4,1845,Low Income,63163.0,POINT (-118.16912841796876 34.0323486328125)
34.006690979003906,-118.11089324951172,06037532101,MONTEBELLO,4,1651,Low Income,59203.0,POINT (-118.11089324951172 34.006690979003906)
34.02162170410156,-118.16329956054688,06037531602,UNINCORPORATED,3,1115,Low Income,64839.0,POINT (-118.16329956054688 34.02162170410156)
33.922908782958984,-117.99192810058594,06037503702,UNINCORPORATED,4,1430,Middle Income,113173.0,POINT (-117.99192810058594 33.922908782958984)
33.9746208190918,-118.2368621826172,06037534900,UNINCORPORATED,4,1710,Middle Income,80441.0,POINT (-118.2368621826172 33.9746208190918)
34.095001220703125,-118.37418365478516,06037700300,WEST HOLLYWOOD,4,1620,Middle Income,100454.0,POINT (-118.37418365478516 34.095001220703125)
34.15700149536133,-117.83709716796876,06037400404,UNINCORPORATED,2,1845,High Income,180757.0,POINT (-117.83709716796876 34.15700149536133)
34.10340881347656,-118.0885772705078,06037481203,SAN GABRIEL,3,1450,Middle Income,79504.0,POINT (-118.0885772705078 34.10340881347656)
34.03200149536133,-117.97763061523438,06037980035,INDUSTRY,3,1933,Middle Income,65750.0,POINT (-117.97763061523438 34.03200149536133)
34.087799072265625,-118.38568878173828,06037700501,WEST HOLLYWOOD,2,1315,Middle Income,111014.0,POINT (-118.38568878173828 34.087799072265625)
33.791259765625,-118.18067932128906,06037573202,LONG BEACH,3,1026,Middle Income,78771.0,POINT (-118.18067932128906 33.791259765625)
34.05596160888672,-118.02365112304688,06037433903,EL MONTE,4,1747,Low Income,53681.0,POINT (-118.02365112304688 34.05596160888672)
34.03252029418945,-118.15876770019533,06037531603,UNINCORPORATED,3,2500,Middle Income,68721.0,POINT (-118.15876770019533 34.03252029418945)
33.87189102172852,-118.36853790283205,06037620601,REDONDO BEACH,3,1504,Middle Income,120326.0,POINT (-118.36853790283205 33.87189102172852)
34.07714080810547,-118.39547729492188,06037700801,BEVERLY HILLS,3,1727,Middle Income,81438.0,POINT (-118.39547729492188 34.07714080810547)
33.930938720703125,-118.3547821044922,06037602103,HAWTHORNE,3,1915,Low Income,36390.0,POINT (-118.3547821044922 33.930938720703125)
34.03950119018555,-118.66768646240234,06037800504,MALIBU,3,1040,High Income,202763.0,POINT (-118.66768646240234 34.03950119018555)
34.184478759765625,-118.34058380126952,06037311000,BURBANK,3,1620,Middle Income,114516.0,POINT (-118.34058380126952 34.184478759765625)
33.97412872314453,-118.24777221679688,06037535002,UNINCORPORATED,3,1330,Low Income,49621.0,POINT (-118.24777221679688 33.97412872314453)
33.91592025756836,-118.36714935302734,06037602301,UNINCORPORATED,4,730,Middle Income,128221.0,POINT (-118.36714935302734 33.91592025756836)
34.1314697265625,-118.03581237792967,06037430721,SOUTH EL MONTE,3,755,Middle Income,98333.0,POINT (-118.03581237792967 34.1314697265625)
33.76348876953125,-118.15242767333984,06037577200,LONG BEACH,2,1310,Middle Income,108668.0,POINT (-118.15242767333984 33.76348876953125)
33.9298210144043,-118.16822814941406,06037536201,SOUTH GATE,4,2257,Middle Income,81346.0,POINT (-118.16822814941406 33.9298210144043)
34.07052993774414,-118.03597259521484,06037433200,EL MONTE,4,1844,Low Income,64655.0,POINT (-118.03597259521484 34.07052993774414)
34.660160064697266,-118.20555877685548,06037901102,LANCASTER,1,2245,Middle Income,91417.0,POINT (-118.20555877685548 34.660160064697266)
33.87453079223633,-118.40007781982422,06037621001,HERMOSA BEACH,3,1813,High Income,167260.0,POINT (-118.40007781982422 33.87453079223633)
33.9190788269043,-118.20953369140624,06037540501,LYNWOOD,2,1635,Middle Income,72476.0,POINT (-118.20953369140624 33.9190788269043)
33.76900100708008,-118.18254852294922,06037576001,LONG BEACH,3,1020,Middle Income,107787.0,POINT (-118.18254852294922 33.76900100708008)
34.682159423828125,-118.11254119873048,06037900501,LANCASTER,3,1508,Middle Income,81765.0,POINT (-118.11254119873048 34.682159423828125)
33.77534103393555,-118.19371795654295,06037575803,LONG BEACH,3,1430,Low Income,23827.0,POINT (-118.19371795654295 33.77534103393555)
34.20227813720703,-117.6764907836914,06037930400,UNINCORPORATED,1,930,Middle Income,113929.0,POINT (-117.6764907836914 34.20227813720703)
33.94541931152344,-118.30020141601562,06037600202,UNINCORPORATED,4,35,Low Income,37250.0,POINT (-118.30020141601562 33.94541931152344)
33.78260040283203,-118.19937896728516,06037575401,LONG BEACH,4,1355,Low Income,48299.0,POINT (-118.19937896728516 33.78260040283203)
34.064510345458984,-117.7459716796875,06037402602,POMONA,3,1624,Middle Income,66382.0,POINT (-117.7459716796875 34.064510345458984)
33.9539794921875,-118.20369720458984,06037535702,SOUTH GATE,4,805,Middle Income,70506.0,POINT (-118.20369720458984 33.9539794921875)
33.97100067138672,-118.19757080078124,06037533603,BELL,4,725,Low Income,50036.0,POINT (-118.19757080078124 33.97100067138672)
34.003929138183594,-118.23889923095705,06037980016,VERNON,4,659,Middle Income,70833.0,POINT (-118.23889923095705 34.003929138183594)
33.89540100097656,-118.26217651367188,06037541100,UNINCORPORATED,4,745,Middle Income,91282.0,POINT (-118.26217651367188 33.89540100097656)
33.83155059814453,-118.26907348632812,06037543804,CARSON,4,1436,Middle Income,121743.0,POINT (-118.26907348632812 33.83155059814453)
34.57229995727539,-118.12059783935548,06037910404,PALMDALE,3,1145,Low Income,63062.0,POINT (-118.12059783935548 34.57229995727539)
33.930931091308594,-118.39608001708984,06037980028,EL SEGUNDO,3,907,Unknown,,POINT (-118.39608001708984 33.930931091308594)
33.87696075439453,-118.18607330322266,06037570305,LONG BEACH,2,1412,Low Income,58333.0,POINT (-118.18607330322266 33.87696075439453)
34.07707977294922,-118.38372039794922,06037700400,WEST HOLLYWOOD,4,1000,Middle Income,97320.0,POINT (-118.38372039794922 34.07707977294922)
33.78261184692383,-118.17903137207033,06037575201,LONG BEACH,2,1440,Low Income,51444.0,POINT (-118.17903137207033 33.78261184692383)
33.78242111206055,-118.18892669677734,06037576301,LONG BEACH,3,1100,Low Income,53813.0,POINT (-118.18892669677734 33.78242111206055)
34.135841369628906,-117.96666717529295,06037430101,DUARTE,2,925,Low Income,60583.0,POINT (-117.96666717529295 34.135841369628906)
34.01921081542969,-117.8506317138672,06037403402,WALNUT,3,1312,Middle Income,109333.0,POINT (-117.8506317138672 34.01921081542969)
34.06296920776367,-118.03701782226562,06037433200,EL MONTE,3,2327,Low Income,64655.0,POINT (-118.03701782226562 34.06296920776367)
33.96622085571289,-118.14962005615234,06037534001,BELL GARDENS,3,1446,Low Income,64886.0,POINT (-118.14962005615234 33.96622085571289)
34.04145050048828,-118.5729522705078,06037800506,LOS ANGELES,3,1330,High Income,217893.0,POINT (-118.5729522705078 34.04145050048828)
33.831729888916016,-118.26873779296876,06037543803,CARSON,3,2217,Middle Income,93205.0,POINT (-118.26873779296876 33.831729888916016)
33.75825119018555,-118.13104248046876,06037577300,LONG BEACH,3,1650,Middle Income,108771.0,POINT (-118.13104248046876 33.75825119018555)
33.919410705566406,-118.39086151123048,06037980013,EL SEGUNDO,3,1653,Unknown,,POINT (-118.39086151123048 33.919410705566406)
34.16997146606445,-117.84729766845705,06037930400,UNINCORPORATED,2,954,Middle Income,113929.0,POINT (-117.84729766845705 34.16997146606445)
33.96004104614258,-118.25398254394533,06037535102,UNINCORPORATED,3,2045,Middle Income,65873.0,POINT (-118.25398254394533 33.96004104614258)
33.84212875366211,-118.384521484375,06037621201,REDONDO BEACH,4,848,High Income,160201.0,POINT (-118.384521484375 33.84212875366211)
33.77534103393555,-118.18701934814452,06037576301,LONG BEACH,2,800,Low Income,53813.0,POINT (-118.18701934814452 33.77534103393555)
34.0873908996582,-118.01036071777344,06037432601,EL MONTE,3,851,Low Income,61775.0,POINT (-118.01036071777344 34.0873908996582)
34.06258010864258,-118.11244964599608,06037482202,MONTEREY PARK,3,1833,Middle Income,67712.0,POINT (-118.11244964599608 34.06258010864258)
34.2630500793457,-118.18724822998048,06037930400,UNINCORPORATED,4,1720,Middle Income,113929.0,POINT (-118.18724822998048 34.2630500793457)
34.21723175048828,-118.22781372070312,06037460601,LA CANADA-FLINTRIDGE,4,803,High Income,208533.0,POINT (-118.22781372070312 34.21723175048828)
34.42081069946289,-118.49002838134766,06037920030,SANTA CLARITA,3,949,Middle Income,131558.0,POINT (-118.49002838134766 34.42081069946289)
33.90589904785156,-118.2385482788086,06037541300,COMPTON,3,1955,Middle Income,94053.0,POINT (-118.2385482788086 33.90589904785156)
34.0596809387207,-117.8012924194336,06037402403,POMONA,3,815,Middle Income,88099.0,POINT (-117.8012924194336 34.0596809387207)
33.87596130371094,-118.26516723632812,06037543100,CARSON,4,1359,Middle Income,82000.0,POINT (-118.26516723632812 33.87596130371094)
33.76845932006836,-118.17682647705078,06037576601,LONG BEACH,3,1354,Middle Income,69195.0,POINT (-118.17682647705078 33.76845932006836)
33.34352111816406,-118.32630157470705,06037599000,AVALON,3,1215,Middle Income,91759.0,POINT (-118.32630157470705 33.34352111816406)
33.878520965576165,-118.3548583984375,06037604002,LAWNDALE,2,915,Middle Income,77098.0,POINT (-118.3548583984375 33.878520965576165)
33.95275115966797,-118.37351989746094,06037601401,INGLEWOOD,3,1513,Low Income,56908.0,POINT (-118.37351989746094 33.95275115966797)
33.97032165527344,-118.18814849853516,06037533603,BELL,4,1927,Low Income,50036.0,POINT (-118.18814849853516 33.97032165527344)
33.84626007080078,-118.06781768798828,06037554516,CERRITOS,4,1550,High Income,163235.0,POINT (-118.06781768798828 33.84626007080078)
33.97159957885742,-118.1647720336914,06037534101,BELL GARDENS,3,1647,Low Income,54107.0,POINT (-118.1647720336914 33.97159957885742)
33.92364883422852,-118.35034942626952,06037602105,HAWTHORNE,4,2158,Low Income,58686.0,POINT (-118.35034942626952 33.92364883422852)
34.040618896484375,-118.03597259521484,06037434004,SOUTH EL MONTE,3,1808,Middle Income,105663.0,POINT (-118.03597259521484 34.040618896484375)
33.78260040283203,-118.16657257080078,06037575102,LONG BEACH,4,907,Low Income,47875.0,POINT (-118.16657257080078 33.78260040283203)
34.06280899047852,-118.01938629150392,06037433901,EL MONTE,4,1831,Middle Income,69348.0,POINT (-118.01938629150392 34.06280899047852)
33.782379150390625,-118.14846801757812,06037577000,LONG BEACH,4,1458,Middle Income,83329.0,POINT (-118.14846801757812 33.782379150390625)
33.851421356201165,-118.3856964111328,06037621201,REDONDO BEACH,3,1804,High Income,160201.0,POINT (-118.3856964111328 33.851421356201165)
34.14255142211914,-118.26439666748048,06037302301,GLENDALE,3,2123,Middle Income,93203.0,POINT (-118.26439666748048 34.14255142211914)
33.97542953491211,-117.87930297851562,06037408707,UNINCORPORATED,4,855,Middle Income,130313.0,POINT (-117.87930297851562 33.97542953491211)
33.988380432128906,-117.90731048583984,06037408626,UNINCORPORATED,3,858,Middle Income,98346.0,POINT (-117.90731048583984 33.988380432128906)
34.02275085449219,-118.14592742919922,06037531701,UNINCORPORATED,4,1840,Middle Income,69697.0,POINT (-118.14592742919922 34.02275085449219)
33.897789001464844,-118.36749267578124,06037602301,LAWNDALE,3,1441,Middle Income,128221.0,POINT (-118.36749267578124 33.897789001464844)
34.090789794921875,-118.36437225341795,06037700200,WEST HOLLYWOOD,3,1042,Middle Income,93431.0,POINT (-118.36437225341795 34.090789794921875)
33.92005157470703,-118.35484313964844,06037602106,HAWTHORNE,4,1958,Middle Income,81283.0,POINT (-118.35484313964844 33.92005157470703)
33.776710510253906,-118.17635345458984,06037576401,LONG BEACH,3,1414,Low Income,63015.0,POINT (-118.17635345458984 33.776710510253906)
34.03409957885742,-118.72119140625,06037800410,MALIBU,3,927,High Income,161875.0,POINT (-118.72119140625 34.03409957885742)
34.07062149047852,-117.94056701660156,06037406702,WEST COVINA,2,1730,Middle Income,91646.0,POINT (-117.94056701660156 34.07062149047852)
34.075931549072266,-118.0076904296875,06037432602,EL MONTE,3,2034,Middle Income,71875.0,POINT (-118.0076904296875 34.075931549072266)
33.97465896606445,-118.2367706298828,06037534900,UNINCORPORATED,3,650,Middle Income,80441.0,POINT (-118.2367706298828 33.97465896606445)
34.1922492980957,-118.1313934326172,06037460200,UNINCORPORATED,4,1130,Middle Income,153750.0,POINT (-118.1313934326172 34.1922492980957)
33.7575798034668,-118.11316680908205,06037577604,LONG BEACH,1,1224,Middle Income,108571.0,POINT (-118.11316680908205 33.7575798034668)
33.775630950927734,-118.14936065673828,06037577000,LONG BEACH,3,730,Middle Income,83329.0,POINT (-118.14936065673828 33.775630950927734)
33.789649963378906,-118.18933868408205,06037575300,LONG BEACH,3,1839,Low Income,38688.0,POINT (-118.18933868408205 33.789649963378906)
34.06695938110352,-118.04776000976562,06037433103,EL MONTE,3,1639,Middle Income,67664.0,POINT (-118.04776000976562 34.06695938110352)
34.07661819458008,-118.00253295898438,06037432602,EL MONTE,2,1805,Middle Income,71875.0,POINT (-118.00253295898438 34.07661819458008)
34.05221939086914,-117.95590972900392,06037407400,WEST COVINA,3,859,Middle Income,126458.0,POINT (-117.95590972900392 34.05221939086914)
34.08155822753906,-117.7356185913086,06037402101,POMONA,4,1750,Middle Income,102162.0,POINT (-117.7356185913086 34.08155822753906)
34.02471923828125,-117.91742706298828,06037408133,UNINCORPORATED,3,1355,Middle Income,98841.0,POINT (-117.91742706298828 34.02471923828125)
33.995399475097656,-117.88874816894533,06037408213,UNINCORPORATED,3,2138,Middle Income,74028.0,POINT (-117.88874816894533 33.995399475097656)
34.058448791503906,-118.0106964111328,06037433302,EL MONTE,3,209,Low Income,61210.0,POINT (-118.0106964111328 34.058448791503906)
33.91604995727539,-118.2269287109375,06037541500,UNINCORPORATED,4,1045,Low Income,60000.0,POINT (-118.2269287109375 33.91604995727539)
33.8491096496582,-118.38858795166016,06037621204,REDONDO BEACH,2,1330,Middle Income,107935.0,POINT (-118.38858795166016 33.8491096496582)
33.77896881103516,-118.18800354003906,06037576301,LONG BEACH,3,1739,Low Income,53813.0,POINT (-118.18800354003906 33.77896881103516)
33.84685134887695,-118.1797103881836,06037571502,LONG BEACH,4,1753,Middle Income,101629.0,POINT (-118.1797103881836 33.84685134887695)
34.11629867553711,-118.09113311767578,06037480002,UNINCORPORATED,4,1950,Middle Income,144219.0,POINT (-118.09113311767578 34.11629867553711)
34.431480407714844,-118.55731201171876,06037920114,SANTA CLARITA,4,1520,Middle Income,119668.0,POINT (-118.55731201171876 34.431480407714844)
33.797691345214844,-118.29451751708984,06037294410,UNINCORPORATED,4,1625,Middle Income,69000.0,POINT (-118.29451751708984 33.797691345214844)
34.47312927246094,-118.64076232910156,06037920116,UNINCORPORATED,3,1855,Middle Income,132008.0,POINT (-118.64076232910156 34.47312927246094)
34.01049041748047,-117.93321990966795,06037407701,LA PUENTE,2,1843,Middle Income,72050.0,POINT (-117.93321990966795 34.01049041748047)
34.06169891357422,-118.0906982421875,06037482503,ROSEMEAD,3,1910,Middle Income,80933.0,POINT (-118.0906982421875 34.06169891357422)
33.83757019042969,-118.37116241455078,06037650702,TORRANCE,3,1716,Middle Income,153164.0,POINT (-118.37116241455078 33.83757019042969)
34.38513946533203,-118.49059295654295,06037920031,SANTA CLARITA,1,730,Middle Income,72434.0,POINT (-118.49059295654295 34.38513946533203)
33.97185134887695,-118.19703674316406,06037533603,BELL,4,2247,Low Income,50036.0,POINT (-118.19703674316406 33.97185134887695)
34.034210205078125,-118.1518325805664,06037530400,MONTEREY PARK,4,1230,Low Income,40889.0,POINT (-118.1518325805664 34.034210205078125)
33.987850189208984,-117.88484954833984,06037408212,UNINCORPORATED,4,2110,Middle Income,74425.0,POINT (-117.88484954833984 33.987850189208984)
33.891441345214844,-118.33342742919922,06037603702,UNINCORPORATED,4,1840,Middle Income,113464.0,POINT (-118.33342742919922 33.891441345214844)
34.02460861206055,-117.91790008544922,06037407802,INDUSTRY,3,1602,Middle Income,121194.0,POINT (-117.91790008544922 34.02460861206055)
33.9019889831543,-118.3468017578125,06037603801,LAWNDALE,3,1630,Middle Income,75417.0,POINT (-118.3468017578125 33.9019889831543)
34.033199310302734,-117.75649261474608,06037403000,POMONA,3,1415,Middle Income,95403.0,POINT (-117.75649261474608 34.033199310302734)
33.826988220214844,-118.24108123779295,06037543306,CARSON,2,540,Middle Income,100993.0,POINT (-118.24108123779295 33.826988220214844)
34.44623947143555,-118.48355865478516,06037920049,SANTA CLARITA,3,1830,High Income,191058.0,POINT (-118.48355865478516 34.44623947143555)
34.42689895629883,-118.42536163330078,06037920040,SANTA CLARITA,3,941,Middle Income,118000.0,POINT (-118.42536163330078 34.42689895629883)
34.05083084106445,-118.02365112304688,06037433903,EL MONTE,3,528,Low Income,53681.0,POINT (-118.02365112304688 34.05083084106445)
33.84695053100586,-118.11727905273438,06037571101,LAKEWOOD,4,740,Middle Income,119028.0,POINT (-118.11727905273438 33.84695053100586)
33.9771614074707,-118.17909240722656,06037533804,BELL,3,913,Middle Income,72852.0,POINT (-118.17909240722656 33.9771614074707)
33.89094161987305,-118.33930206298828,06037603702,UNINCORPORATED,3,1735,Middle Income,113464.0,POINT (-118.33930206298828 33.89094161987305)
33.76446914672852,-118.19259643554688,06037576001,LONG BEACH,3,1131,Middle Income,107787.0,POINT (-118.19259643554688 33.76446914672852)
33.78985977172852,-118.17633056640624,06037573300,LONG BEACH,4,1929,Low Income,51467.0,POINT (-118.17633056640624 33.78985977172852)
33.77534866333008,-118.18018341064452,06037576401,LONG BEACH,4,2230,Low Income,63015.0,POINT (-118.18018341064452 33.77534866333008)
33.949100494384766,-118.34391021728516,06037601100,INGLEWOOD,4,1530,Low Income,60174.0,POINT (-118.34391021728516 33.949100494384766)
33.82225036621094,-118.2903289794922,06037543606,UNINCORPORATED,3,1430,Middle Income,80432.0,POINT (-118.2903289794922 33.82225036621094)
33.98836898803711,-117.90238189697266,06037408213,UNINCORPORATED,4,1609,Middle Income,74028.0,POINT (-117.90238189697266 33.98836898803711)
33.903518676757805,-118.19412994384766,06037542103,UNINCORPORATED,3,1305,Middle Income,72760.0,POINT (-118.19412994384766 33.903518676757805)
33.956748962402344,-118.35941314697266,06037601212,INGLEWOOD,4,1113,Middle Income,68728.0,POINT (-118.35941314697266 33.956748962402344)
34.05207824707031,-117.95169067382812,06037407501,WEST COVINA,4,1850,Middle Income,77931.0,POINT (-117.95169067382812 34.05207824707031)
34.07268142700195,-118.03247833251952,06037432700,EL MONTE,3,950,Middle Income,67560.0,POINT (-118.03247833251952 34.07268142700195)
